Low,Open,Volume,High,Close,Adjusted Close,Month,Year,Day
0.008315679027515045,0.008144954838420121,0.06319810034460303,0.008185166469810068,0.008234205492198981,0.007513438834222659,0.9999999999999999,0.0,0.3666666666666667
0.007612990573975627,0.007509574239572544,0.023698910354163192,0.007493506572980677,0.007538401685402923,0.006878539749754421,0.9999999999999999,0.0,0.4666666666666667
0.006675966822026745,0.006585278475464917,0.014245906376929478,0.006571188454435389,0.006610558499165367,0.006031914430717381,0.9999999999999999,0.0,0.5
0.00696875361251183,0.006816326386639419,0.011647235743341283,0.006859380783585259,0.006900476687479093,0.006296451479257351,0.9999999999999999,0.0,0.5333333333333333
0.00732020378349054,0.007163002372810779,0.009896679451260966,0.007205314243830795,0.007248483497089197,0.00661399634623175,0.9999999999999999,0.0,0.5666666666666667
0.008081449282376543,0.007913906927245608,0.006552513293286843,0.007954612914332035,0.008002270631861763,0.007301801569411454,0.9999999999999999,0.0,0.6
0.008725582254321542,0.008549289839857843,0.005034358439982706,0.008588739473332144,0.008640092659112485,0.007883798146586905,0.9999999999999999,0.0,0.7
0.009311260606686585,0.009127012194693933,0.006326148255517836,0.009165122592422517,0.009220032780628624,0.00841297664695384,0.9999999999999999,0.0,0.7333333333333333
0.01007250766932475,0.009877918291638534,0.006468003679186414,0.009914422032528448,0.009973821463832362,0.009100783685842873,0.9999999999999999,0.0,0.7666666666666667
0.01147799091155062,0.011264309106840295,0.007488155449398736,0.011297846492425092,0.011365534370744335,0.01037066083813559,0.9999999999999999,0.0,0.8333333333333334
0.011712220656689126,0.011495357018014808,0.012552695894417308,0.011528400047903125,0.011597469231081552,0.010582303550074801,0.9999999999999999,0.0,0.9333333333333333
0.011302318993634791,0.011148784379998158,0.009280966548529269,0.011124930171409543,0.011191583612599223,0.010211941514146547,0.9999999999999999,0.0,0.9666666666666667
0.010833859503357794,0.010686690100158913,0.004817048003724459,0.010663824599662875,0.010727713891924794,0.009788676063070833,0.9999999999999999,0.0,0.9999999999999999
0.011009531421273623,0.010802213284491278,0.002918599886968391,0.010894378155140895,0.01090166465006991,0.009947411728443923,0.0,0.03333333333333144,0.03333333333333333
0.010658187585441955,0.010513403009895695,0.004814029803220873,0.010490908278647314,0.010553763133779672,0.009629954923372451,0.0,0.03333333333333144,0.13333333333333333
0.009955392014879421,0.009820155928217465,0.006084692215230896,0.009799144485184746,0.009857853259448171,0.008994961422018596,0.0,0.03333333333333144,0.16666666666666669
0.009311260606686585,0.009184774558115004,0.00750324645191667,0.009165122592422517,0.009220032780628624,0.00841297664695384,0.0,0.03333333333333144,0.2
0.009018474598077579,0.00889596428351942,0.0053663604953772485,0.008876930263272634,0.008930115366530482,0.008148433243431182,0.0,0.03333333333333144,0.23333333333333334
0.009779720096963582,0.009589108017042951,0.0028974724834432836,0.009626229703378565,0.009683902501303049,0.008836234835192195,0.0,0.03333333333333144,0.26666666666666666
0.009662606006270419,0.009589108017042951,0.0031932561327947854,0.009568590929706714,0.009567935845350033,0.008730422557769273,0.0,0.03333333333333144,0.3666666666666667
0.009135588688770745,0.009011489010361567,0.0031057283181907696,0.008992207810616345,0.009046082022483502,0.008254243705144751,0.0,0.03333333333333144,0.4
0.009194146515993418,0.009011489010361567,0.001925611921288349,0.009049846584288196,0.009104066124675608,0.008307152567420225,0.0,0.03333333333333144,0.43333333333333335
0.009486934088354576,0.009300299284957141,0.0018954299162524813,0.009395676147900546,0.00939398508720491,0.008571699602361565,0.0,0.03333333333333144,0.4666666666666667
0.00936981843390925,0.00924253692153607,0.0018048839011448787,0.009222761366094364,0.00927801688282072,0.008465880969955954,0.0,0.03333333333333144,0.5
0.010248179587240579,0.01005120383939197,0.005601780134657015,0.010087336814334616,0.010147772221977477,0.009259506641250595,0.0,0.03333333333333144,0.6
0.009779720096963582,0.009646870380464021,0.00405344327631701,0.009626229703378565,0.009683902501303049,0.008836234835192195,0.0,0.03333333333333144,0.6333333333333333
0.01007250766932475,0.009877918291638534,0.0021429223575465954,0.009972059266990916,0.009973821463832362,0.009100783685842873,0.0,0.03333333333333144,0.6666666666666666
0.010248179587240579,0.01005120383939197,0.004789884199192179,0.010144975588006476,0.010147772221977477,0.009259506641250595,0.0,0.03333333333333144,0.7
0.010189621760017916,0.01005120383939197,0.0015121184522969636,0.010087336814334616,0.010089788119785378,0.009206593239701783,0.0,0.03333333333333144,0.7333333333333333
0.009955392014879421,0.009820155928217465,0.0033200205539454294,0.009799144485184746,0.009857853259448171,0.008994961422018596,0.0,0.03333333333333144,0.8333333333333334
0.009838277924186244,0.009762393564796395,0.0031932561327947854,0.009741505711512895,0.009741886603495144,0.008889140066048979,0.0,0.03333333333333144,0.8666666666666667
0.00936981843390925,0.00924253692153607,0.0037938780330085495,0.009222761366094364,0.00927801688282072,0.008465880969955954,0.0,0.03333333333333144,0.9
0.008842801116409588,0.008722678735765984,0.005915672987030038,0.008704015481466463,0.008756163059954199,0.00798970030162209,0.0,0.03333333333333144,0.9333333333333333
0.008081449282376543,0.008029431654087746,0.006223529438395887,0.008012251688003888,0.008002270631861763,0.007301801569411454,0.0,0.03333333333333144,0.9666666666666667
0.00732020378349054,0.007220763964976961,0.003202310734305546,0.007205314243830795,0.007248483497089197,0.00661399634623175,0.09090909090909091,0.03333333333333144,0.03333333333333333
0.0077886632737675385,0.007625098195159797,0.0025805614305666746,0.007666421354786847,0.007712353217763624,0.007037263613016801,0.09090909090909091,0.03333333333333144,0.06666666666666668
0.008257122764044535,0.008087194017508815,0.0037546414264619217,0.008127527696138217,0.00817622293843805,0.007460526340528517,0.09090909090909091,0.03333333333333144,0.1
